title,cik_str,ticker
Celanese Corp,0001306830,CE
"BeiGene, Ltd.",0001651308,BGNE
CITIZENS FINANCIAL GROUP INC/RI,0000759944,CFG
ROLLINS INC,0000084839,ROL
"TERADYNE, INC",0000097210,TER
SHINHAN FINANCIAL GROUP CO LTD,0001263043,SHG
Ubiquiti Inc.,0001511737,UI
"Rocket Companies, Inc.",0001805284,RKT
HUBSPOT INC,0001404655,HUBS
CHECK POINT SOFTWARE TECHNOLOGIES LTD,0001015922,CHKP
POSCO HOLDINGS INC.,0000889132,PKX
"COOPER COMPANIES, INC.",0000711404,COO
"BROADRIDGE FINANCIAL SOLUTIONS, INC.",0001383312,BR
WESTLAKE CORP,0001262823,WLK
SPLUNK INC,0001353283,SPLK
TRIMBLE INC.,0000864749,TRMB
TSINGTAO BREWERY CO LTD /FI,0000939383,TSGTY
"ALNYLAM PHARMACEUTICALS, INC.",0001178670,ALNY
QUEST DIAGNOSTICS INC,0001022079,DGX
MGM Resorts International,0000789570,MGM
Fresenius Medical Care AG & Co. KGaA,0001333141,FMS
INCYTE CORP,0000879169,INCY
"MOLINA HEALTHCARE, INC.",0001179929,MOH
CARMAX INC,0001170010,KMX
"BROWN & BROWN, INC.",0000079282,BRO
CLOROX CO /DE/,0000021076,CLX
Restaurant Brands International Inc.,0001618756,QSR
CREDIT SUISSE GROUP AG,0001159510,CS
AppLovin Corp,0001751008,APP
AKAMAI TECHNOLOGIES INC,0001086222,AKAM
POOL CORP,0000945841,POOL
TELEFONICA BRASIL S.A.,0001066119,VIV
ZoomInfo Technologies Inc.,0001794515,ZI
LPL Financial Holdings Inc.,0001397911,LPLA
Trip.com Group Ltd,0001269238,TCOM
SS&C Technologies Holdings Inc,0001402436,SSNC
STEEL DYNAMICS INC,0001022671,STLD
DARDEN RESTAURANTS INC,0000940944,DRI
BOSTON PROPERTIES INC,0001037540,BXP
TransUnion,0001552033,TRU
LOEWS CORP,0000060086,L
Ovintiv Inc.,0001792580,OVV
SWEDISH MATCH CORP,0001011218,SWMAY
"BIO-RAD LABORATORIES, INC.",0000012208,BIO
Tradeweb Markets Inc.,0001758730,TW
"Evergy, Inc.",0001711269,EVRG
"Okta, Inc.",0001660134,OKTA
BUNGELTD,0001144519,BG
"Sompo Japan Nipponkoa Holdings, Inc./ADR",0001669414,SMPNY
"SOLAREDGE TECHNOLOGIES, INC.",0001419612,SEDG
CONAGRA BRANDS INC.,0000023217,CAG
Lufax Holding Ltd,0001816007,LU
Howmet Aerospace Inc.,0000004281,HWM
"NetApp, Inc.",0001002047,NTAP
Prada S.p.A./ADR,0001527249,PRDSY
W. P. Carey Inc.,0001025378,WPC
IRON MOUNTAIN INC,0001020569,IRM
ALLIANT ENERGY CORP,0000352541,LNT
ATMOS ENERGY CORP,0000731802,ATO
Xylem Inc.,0001524472,XYL
OMNICOM GROUP INC.,0000029989,OMC
LKQ CORP,0001065696,LKQ
PACKAGING CORP OF AMERICA,0000075677,PKG
NVR INC,0000906163,NVR
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,TTWO
INSULET CORP,0001145197,PODD
ENTEGRIS INC,0001101302,ENTG
"ASE Technology Holding Co., Ltd.",0001122411,ASX
CARDINAL HEALTH INC,0000721371,CAH
CARNIVAL CORP,0000815097,CCL
TEXTRON INC,0000217346,TXT
"HOST HOTELS & RESORTS, INC.",0001070750,HST
FMC CORP,0000037785,FMC
TYLER TECHNOLOGIES INC,0000860731,TYL
CHINA SOUTHERN AIRLINES CO LTD,0001041668,ZNH
AES CORP,0000874761,AES
Liberty Media Corp,0001560385,LSXMA
Avery Dennison Corp,0000008818,AVY
"HEALTHPEAK PROPERTIES, INC.",0000765880,PEAK
IDEX CORP /DE/,0000832101,IEX
Warner Music Group Corp.,0001319161,WMG
ANTERO RESOURCES Corp,0001433270,AR
EASTMAN CHEMICAL CO,0000915389,EMN
"Leidos Holdings, Inc.",0001336920,LDOS
FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191,FRFHF
Suzano S.A.,0000909327,SUZ
ICAHN ENTERPRISES L.P.,0000813762,IEP
Ally Financial Inc.,0000040729,ALLY
"United Airlines Holdings, Inc.",0000100517,UAL
Viatris Inc,0001792044,VTRS
"UDR, Inc.",0000074208,UDR
BIO-TECHNE Corp,0000842023,TECH
NortonLifeLock Inc.,0000849399,NLOK
CAMPBELL SOUP CO,0000016732,CPB
CAMDEN PROPERTY TRUST,0000906345,CPT
BIOMARIN PHARMACEUTICAL INC,0001048477,BMRN
FACTSET RESEARCH SYSTEMS INC,0001013237,FDS
"ENEOS Holdings, Inc./ADR",0001487533,JXHLY
DOMINOS PIZZA INC,0001286681,DPZ
SHAW COMMUNICATIONS INC,0000932872,SJR
CARLISLE COMPANIES INC,0000790051,CSL
CARNIVAL PLC,0001125259,CUK
ATLAS COPCO AB,0000748954,ATLKY
ICL Group Ltd.,0000941221,ICL
"Bill.com Holdings, Inc.",0001786352,BILL
DARLING INGREDIENTS INC.,0000916540,DAR
"Aspen Technology, Inc.",0001897982,AZPN
J M SMUCKER Co,0000091419,SJM
SMITH & NEPHEW PLC,0000845982,SNN
HENRY JACK & ASSOCIATES INC,0000779152,JKHY
MASCO CORP /DE/,0000062996,MAS
Carlyle Group Inc.,0001527166,CG
ROYAL CARIBBEAN CRUISES LTD,0000884887,RCL
"ROKU, INC",0001428439,ROKU
KIMCO REALTY CORP,0000879101,KIM
"Albertsons Companies, Inc.",0001646972,ACI
PTC INC.,0000857005,PTC
CROWN HOLDINGS INC,0001219601,CCK
BRAZILIAN ELECTRIC POWER CO,0001439124,EBR
"PINTEREST, INC.",0001506293,PINS
Signature Bank Corp,0001288784,SBNY
"C. H. ROBINSON WORLDWIDE, INC.",0001043277,CHRW
Unity Software Inc.,0001810806,U
Texas Pacific Land Corp,0001811074,TPL
EQUITY LIFESTYLE PROPERTIES INC,0000895417,ELS
PUBLICIS GROUPE SA,0001050952,PUBGY
TELEFLEX INC,0000096943,TFX
WPP plc,0000806968,WPP
Bouygues SA,0001445475,BOUYY
NICE Ltd.,0001003935,NICE
AGNICO EAGLE MINES LTD,0000002809,AEM
FRANKLIN RESOURCES INC,0000038777,BEN
Vistra Corp.,0001692819,VST
"Gushen, Inc",0001639327,GSHN
Liberty Global plc,0001570585,LBTYA
WestRock Co,0001732845,WRK
EMERA INC,0001127248,EMRAF
NORDSON CORP,0000072331,NDSN
XP Inc.,0001787425,XP
Jeronimo Martins SGPS SA,0001438077,JRONY
"Builders FirstSource, Inc.",0001316835,BLDR
BERKLEY W R CORP,0000011544,WRB
"Dynatrace, Inc.",0001773383,DT
VIVENDI,0001127055,VIVHY
ALUMINUM CORP OF CHINA LTD,0001161611,ACH
American Homes 4 Rent,0001562401,AMH
Ares Management Corp,0001176948,ARES
CNA FINANCIAL CORP,0000021175,CNA
FIRST HORIZON CORP,0000036966,FHN
CITRIX SYSTEMS INC,0000877890,CTXS
Grifols SA,0001438569,GRFS
GoDaddy Inc.,0001609711,GDDY
NISOURCE INC.,0001111711,NI
"HASBRO, INC.",0000046080,HAS
RELIANCE STEEL & ALUMINUM CO,0000861884,RS
KOREA ELECTRIC POWER CORP,0000887225,KEP
CHINA EASTERN AIRLINES CORP LTD,0001030475,CEA
"Chewy, Inc.",0001766502,CHWY
"INTERPUBLIC GROUP OF COMPANIES, INC.",0000051644,IPG
"Cboe Global Markets, Inc.",0001374310,CBOE
ABIOMED INC,0000815094,ABMD
"Qorvo, Inc.",0001604778,QRVO
AMERICAN FINANCIAL GROUP INC,0001042046,AFG
COCA COLA FEMSA SAB DE CV,0000910631,KOF
AerCap Holdings N.V.,0001378789,AER
"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",0001100682,CRL
"Lumen Technologies, Inc.",0000018926,LUMN
"Fidelity National Financial, Inc.",0001331875,FNF
LENOVO GROUP LTD,0000932477,LNVGY
Brenntag AG/ADR,0001533945,BNTGY
"Equitable Holdings, Inc.",0001333986,EQH
Snap-on Inc,0000091440,SNA
"Essential Utilities, Inc.",0000078128,WTRG
"Gaming & Leisure Properties, Inc.",0001575965,GLPI
"Burlington Stores, Inc.",0001579298,BURL
MOLSON COORS BEVERAGE CO,0000024545,TAP
SERVICE CORP INTERNATIONAL,0000089089,SCI
"Western Midstream Partners, LP",0001423902,WES
CHESAPEAKE ENERGY CORP,0000895126,CHK
Alcoa Corp,0001675149,AA
Booz Allen Hamilton Holding Corp,0001443646,BAH
HENRY SCHEIN INC,0001000228,HSIC
INTERCONTINENTAL HOTELS GROUP PLC /NEW/,0000858446,IHG
ADVANCE AUTO PARTS INC,0001158449,AAP
Kanzhun Ltd,0001842827,BZ
Huazhu Group Ltd,0001483994,HTHT
Grab Holdings Ltd,0001855612,GRAB
NOMURA HOLDINGS INC,0001163653,NMR
ENEL AMERICAS S.A.,0000912505,ENIA
ALLEGHANY CORP /DE,0000775368,Y
Elanco Animal Health Inc,0001739104,ELAN
"Galp Energia, SGPS, S.A.",0001385535,GLPEY
Bilibili Inc.,0001723690,BILI
"Magellan Midstream Partners, L.P.",0001126975,MMP
PT Bank Negara Indonesia (Persero) Tbk/ADR,0001504122,PTBRY
CLEVELAND-CLIFFS INC.,0000764065,CLF
"UiPath, Inc.",0001734722,PATH
RPM INTERNATIONAL INC/DE/,0000110621,RPM
FAIR ISAAC CORP,0000814547,FICO
"NRG ENERGY, INC.",0001013871,NRG
PULTEGROUP INC/MI/,0000822416,PHM
"Caesars Entertainment, Inc.",0001590895,CZR
REGENCY CENTERS CORP,0000910606,REG
EVEREST RE GROUP LTD,0001095073,RE
James Hardie Industries plc,0001159152,JHX
DISH Network CORP,0001001082,DISH
OPEN TEXT CORP,0001002638,OTEX
"United States Oil Fund, LP",0001327068,USO
CAMECO CORP,0001009001,CCJ
HUBBELL INC,0000048898,HUBB
ETSY INC,0001370637,ETSY
GRACO INC,0000042888,GGG
CREDICORP LTD,0001001290,BAP
"OLAPLEX HOLDINGS, INC.",0001868726,OLPX
MARKETAXESS HOLDINGS INC,0001278021,MKTX
PLUG POWER INC,0001093691,PLUG
COMERICA INC /NEW/,0000028412,CMA
AMDOCS LTD,0001062579,DOX
QIAGEN N.V.,0001015820,QGEN
"ZILLOW GROUP, INC.",0001617640,ZG
AEGON NV,0000769218,AEG
GameStop Corp.,0001326380,GME
BANK OF CHILE,0001161125,BCH
"Black Knight, Inc.",0001627014,BKI
ALSTOM,0001062066,ALSMY
American Airlines Group Inc.,0000006201,AAL
"Morningstar, Inc.",0001289419,MORN
New Fortress Energy Inc.,0001749723,NFE
"AVIS BUDGET GROUP, INC.",0000723612,CAR
"ASSURANT, INC.",0001267238,AIZ
VAIL RESORTS INC,0000812011,MTN
WHIRLPOOL CORP /DE/,0000106640,WHR
OLIN Corp,0000074303,OLN
EAST WEST BANCORP INC,0001069157,EWBC
SOLVAY S A /ADR/,0000930826,SLVYY
UNITED THERAPEUTICS Corp,0001082554,UTHR
Hyatt Hotels Corp,0001468174,H
NEWS CORP,0001564708,NWSA
LINCOLN NATIONAL CORP,0000059558,LNC
GFL Environmental Inc.,0001780232,GFL
"F5, INC.",0001048695,FFIV
Paylocity Holding Corp,0001591698,PCTY
ROBERT HALF INTERNATIONAL INC.,0000315213,RHI
CLARIVATE Plc,0001764046,CLVT
AECOM,0000868857,ACM
MEDICAL PROPERTIES TRUST INC,0001287865,MPW
Brookfield Renewable Partners L.P.,0001533232,BEP
BANCOLOMBIA SA,0001071371,CIB
GERDAU S.A.,0001073404,GGB
TD SYNNEX CORP,0001177394,SNX
"Lamb Weston Holdings, Inc.",0001679273,LW
LOGITECH INTERNATIONAL S.A.,0001032975,LOGI
BENTLEY SYSTEMS INC,0001031308,BSY
Allegion plc,0001579241,ALLE
WATSCO INC,0000105016,WSO
JUNIPER NETWORKS INC,0001043604,JNPR
ALGONQUIN POWER & UTILITIES CORP.,0001174169,AQN
GLOBE LIFE INC.,0000320335,GL
Kesko OYJ,0001436794,KKOYY
"Rexford Industrial Realty, Inc.",0001571283,REXR
"Zendesk, Inc.",0001463172,ZEN
BRUKER CORP,0001109354,BRKR
"WEST FRASER TIMBER CO., LTD",0001402388,WFG
SMITH A O CORP,0000091142,AOS
TEVA PHARMACEUTICAL INDUSTRIES LTD,0000818686,TEVA
LAMAR ADVERTISING CO/NEW,0001090425,LAMR
UNIVERSAL HEALTH SERVICES INC,0000352915,UHS
AGCO CORP /DE,0000880266,AGCO
NEW WORLD DEVELOPMENT CO LTD /FI,0000800928,NDVLY
SK TELECOM CO LTD,0001015650,SKM
AMERCO /NV/,0000004457,UHAL
"Bath & Body Works, Inc.",0000701985,BBWI
SOUTHWESTERN ENERGY CO,0000007332,SWN
"TAPESTRY, INC.",0001116132,TPR
ANNALY CAPITAL MANAGEMENT INC,0001043219,NLY
Organon & Co.,0001821825,OGN
BORGWARNER INC,0000908255,BWA
DAVITA INC.,0000927066,DVA
Owens Corning,0001370946,OC
Biohaven Pharmaceutical Holding Co Ltd.,0001689813,BHVN
Don Quijote Holdings Co Ltd,0001446597,DQJCY
MOHAWK INDUSTRIES INC,0000851968,MHK
Disco Corporation/ADR,0001671750,DSCSY
"Fortune Brands Home & Security, Inc.",0001519751,FBHS
"Anaplan, Inc.",0001540755,PLAN
RANGE RESOURCES CORP,0000315852,RRC
"PENSKE AUTOMOTIVE GROUP, INC.",0001019849,PAG
JONES LANG LASALLE INC,0001037976,JLL
Jazz Pharmaceuticals plc,0001232524,JAZZ
ERIE INDEMNITY CO,0000922621,ERIE
"Aisin Seiki Co., Ltd./ADR",0001450206,ASEKY
NEUROCRINE BIOSCIENCES INC,0000914475,NBIX
CubeSmart,0001298675,CUBE
LITHIA MOTORS INC,0001023128,LAD
REPLIGEN CORP,0000730272,RGEN
"LIFE STORAGE, INC.",0000944314,LSI
ELBIT SYSTEMS LTD,0001027664,ESLT
WILLIAMS SONOMA INC,0000719955,WSM
SEALED AIR CORP/DE,0001012100,SEE
Nielsen Holdings plc,0001492633,NLSN
UGI CORP /PA/,0000884614,UGI
BANCO SANTANDER CHILE,0001027552,BSAC
Mediobanca - Banca di Credito Finanziario SpA,0001379481,MDIBY
ARES CAPITAL CORP,0001287750,ARCC
Remy Cointreau/ADR,0001552653,REMYY
AMERICAN CAMPUS COMMUNITIES INC,0001283630,ACC
DR REDDYS LABORATORIES LTD,0001135951,RDY
JABIL INC,0000898293,JBL
DXC Technology Co,0001688568,DXC
Full Truck Alliance Co. Ltd.,0001838413,YMM
Aramark,0001584509,ARMK
"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",0000109380,ZION
"DROPBOX, INC.",0001467623,DBX
NEWELL BRANDS INC.,0000814453,NWL
"WOLFSPEED, INC.",0000895419,WOLF
DENTSPLY SIRONA Inc.,0000818479,XRAY
GOLD FIELDS LTD,0001172724,GFI
TORO CO,0000737758,TTC
REGAL REXNORD CORP,0000082811,RRX
Ceridian HCM Holding Inc.,0001725057,CDAY
"HUNTINGTON INGALLS INDUSTRIES, INC.",0001501585,HII
WOORI FINANCIAL GROUP INC.,0001264136,WF
WESTERN ALLIANCE BANCORPORATION,0001212545,WAL
dLocal Ltd,0001846832,DLO
"HERTZ GLOBAL HOLDINGS, INC",0001657853,HTZ
ACCOR,0001049183,ACCYY
Invesco Ltd.,0000914208,IVZ
LEAR CORP,0000842162,LEA
EXACT SCIENCES CORP,0001124140,EXAS
MATTEL INC /DE/,0000063276,MAT
Sibanye Stillwater Ltd,0001786909,SBSW
FEDERAL REALTY INVESTMENT TRUST,0000034903,FRT
ARROW ELECTRONICS INC,0000007536,ARW
REINSURANCE GROUP OF AMERICA INC,0000898174,RGA
COGNEX CORP,0000851205,CGNX
Globant S.A.,0001557860,GLOB
PINNACLE WEST CAPITAL CORP,0000764622,PNW
Genpact LTD,0001398659,G
Qualtrics International Inc.,0001747748,XM
COMMERCE BANCSHARES INC /MO/,0000022356,CBSH
"agilon health, inc.",0001831097,AGL
Concentrix Corp,0001803599,CNXC
CAE INC,0001173382,CAE
PLAINS ALL AMERICAN PIPELINE LP,0001070423,PAA
"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",0001698287,BSMX
Ternium S.A.,0001342874,TX
"Japan Exchange Group, Inc./ADR",0001600520,JPXGY
NOV Inc.,0001021860,NOV
Prysmian S.p.A.,0001437672,PRYMY
NovoCure Ltd,0001645113,NVCR
PENTAIR plc,0000077360,PNR
CONSUMERS ENERGY CO,0000201533,CMS-PB
"BJ's Wholesale Club Holdings, Inc.",0001531152,BJ
"Toast, Inc.",0001650164,TOST
LINCOLN ELECTRIC HOLDINGS INC,0000059527,LECO
UNION ELECTRIC CO,0000100826,UELMO
WillScot Mobile Mini Holdings Corp.,0001647088,WSC
CREDIT ACCEPTANCE CORP,0000885550,CACC
MIDDLEBY Corp,0000769520,MIDD
"PDC ENERGY, INC.",0000077877,PDCE
WYNN RESORTS LTD,0001174922,WYNN
Tencent Music Entertainment Group,0001744676,TME
"Switch, Inc.",0001710583,SWCH
OGE ENERGY CORP.,0001021635,OGE
"BERRY GLOBAL GROUP, INC.",0001378992,BERY
Adaro Energy PT/ADR/,0001489079,ADOOY
Churchill Downs Inc,0000020212,CHDN
"Rakuten Group, Inc.",0001294591,RKUNY
MANHATTAN ASSOCIATES INC,0001056696,MANH
SEI INVESTMENTS CO,0000350894,SEIC
"Pure Storage, Inc.",0001474432,PSTG
"Cable One, Inc.",0001632127,CABO
"CULLEN/FROST BANKERS, INC.",0000039263,CFR
AMERICOLD REALTY TRUST,0001455863,COLD
FLEX LTD.,0000866374,FLEX
"AUTONATION, INC.",0000350698,AN
WEX Inc.,0001309108,WEX
"Floor & Decor Holdings, Inc.",0001507079,FND
Knight-Swift Transportation Holdings Inc.,0001492691,KNX
IAC/InterActiveCorp,0001800227,IAC
Outotec OYJ,0001436786,OUKPY
"DCP Midstream, LP",0001338065,DCP
Hella KGaA Hueck & Co./ADR,0001674534,HLLGY
PLDT Inc.,0000078150,PHI
Huntsman CORP,0001307954,HUN
"Dolby Laboratories, Inc.",0001308547,DLB
"ADVANCED DRAINAGE SYSTEMS, INC.",0001604028,WMS
Capri Holdings Ltd,0001530721,CPRI
Matador Resources Co,0001520006,MTDR
HUANENG POWER INTERNATIONAL INC,0000929058,HNP
Jefferies Financial Group Inc.,0000096223,JEF
MASIMO CORP,0000937556,MASI
PILGRIMS PRIDE CORP,0000802481,PPC
Cosan S.A.,0001430162,CSAN
"AVALARA, INC.",0001348036,AVLR
Pacific Airport Group,0001347557,PAC
RALPH LAUREN CORP,0001037038,RL
LENNOX INTERNATIONAL INC,0001069202,LII
Sensata Technologies Holding plc,0001477294,ST
LEVI STRAUSS & CO,0000094845,LEVI
"Syneos Health, Inc.",0001610950,SYNH
"FIRST SOLAR, INC.",0001274494,FSLR
"FIVE BELOW, INC",0001177609,FIVE
DECKERS OUTDOOR CORP,0000910521,DECK
"NATIONAL RETAIL PROPERTIES, INC.",0000751364,NNN
Legend Biotech Corp,0001801198,LEGN
ROYAL GOLD INC,0000085535,RGLD
STORE CAPITAL Corp,0001538990,STOR
CIENA CORP,0000936395,CIEN
TFI International Inc.,0001588823,TFII
Unum Group,0000005513,UNM
TREX CO INC,0001069878,TREX
"WYNDHAM HOTELS & RESORTS, INC.",0001722684,WH
"Voya Financial, Inc.",0001535929,VOYA
Vipshop Holdings Ltd,0001529192,VIPS
Change Healthcare Inc.,0001756497,CHNG
CASEYS GENERAL STORES INC,0000726958,CASY
GENTEX CORP,0000355811,GNTX
BRASKEM SA,0001071438,BAK
ANGLOGOLD ASHANTI LTD,0001067428,AU
Gitlab Inc.,0001653482,GTLB
CHEMED CORP,0000019584,CHE
"Macy's, Inc.",0000794367,M
Elastic N.V.,0001707753,ESTC
Nuvei Corp,0001765159,NVEI
OLD REPUBLIC INTERNATIONAL CORP,0000074260,ORI
CHOICE HOTELS INTERNATIONAL INC /DE,0001046311,CHH
TETRA TECH INC,0000831641,TTEK
TENET HEALTHCARE CORP,0000070318,THC
PEARSON PLC,0000938323,PSO
US Foods Holding Corp.,0001665918,USFD
Western Union CO,0001365135,WU
"Mitsubishi UFJ Lease & Finance Co., Ltd.",0001447113,MIUFY
"KBR, INC.",0001357615,KBR
"APTARGROUP, INC.",0000896622,ATR
Chemours Co,0001627223,CC
"STARWOOD PROPERTY TRUST, INC.",0001465128,STWD
RENAISSANCERE HOLDINGS LTD,0000913144,RNR
"CIVITAS RESOURCES, INC.",0001509589,CIVI
OMEGA HEALTHCARE INVESTORS INC,0000888491,OHI
"NEXSTAR MEDIA GROUP, INC.",0001142417,NXST
LATTICE SEMICONDUCTOR CORP,0000855658,LSCC
"AXON ENTERPRISE, INC.",0001069183,AXON
AUTOLIV INC,0001034670,ALV
Daiwa Securities Group Inc.,0001481045,DSEEY
"Robinhood Markets, Inc.",0001783879,HOOD
KT CORP,0000892450,KT
MP Materials Corp. / DE,0001801368,MP
Brixmor Property Group Inc.,0001581068,BRX
"DICK'S SPORTING GOODS, INC.",0001089063,DKS
iShares Silver Trust,0001330568,SLV
"AMC ENTERTAINMENT HOLDINGS, INC.",0001411579,AMC
ZIM Integrated Shipping Services Ltd.,0001654126,ZIM
GDS Holdings Ltd,0001526125,GDS
"Five9, Inc.",0001288847,FIVN
MURPHY OIL CORP,0000717423,MUR
WESCO INTERNATIONAL INC,0000929008,WCC
"SentinelOne, Inc.",0001583708,S
GRAPHIC PACKAGING HOLDING CO,0001408075,GPK
NATIONAL FUEL GAS CO,0000070145,NFG
"Doximity, Inc.",0001516513,DOCS
"Dun & Bradstreet Holdings, Inc.",0001799208,DNB
Envista Holdings Corp,0001757073,NVST
Yandex N.V.,0001513845,YNDX
CHART INDUSTRIES INC,0000892553,GTLS
Futu Holdings Ltd,0001754581,FUTU
Sotera Health Co,0001822479,SHC
COHERENT INC,0000021510,COHR
"HEALTHCARE TRUST OF AMERICA, INC.",0001360604,HTA
"Shockwave Medical, Inc.",0001642545,SWAV
KILROY REALTY CORP,0001025996,KRC
BOYD GAMING CORP,0000906553,BYD
"Guidewire Software, Inc.",0001528396,GWRE
II-VI INC,0000820318,IIVI
TELUS International (Cda) Inc.,0001825155,TIXT
LITTELFUSE INC /DE,0000889331,LFUS
ISRAEL DISCOUNT BANK LTD,0001224306,ISDAY
FIRST INDUSTRIAL REALTY TRUST INC,0000921825,FR
"PROCORE TECHNOLOGIES, INC.",0001611052,PCOR
Apartment Income REIT Corp.,0001820877,AIRC
STIFEL FINANCIAL CORP,0000720672,SF
RITCHIE BROS AUCTIONEERS INC,0001046102,RBA
PROSPERITY BANCSHARES INC,0001068851,PB
"Chongqing Rural Commercial Bank Co., Ltd./ADR",0001553915,CRCBY
UWM Holdings Corp,0001783398,UWMC
EASTGROUP PROPERTIES INC,0000049600,EGP
FIRST CITIZENS BANCSHARES INC /DE/,0000798941,FCNCA
MKS INSTRUMENTS INC,0001049502,MKSI
CACI INTERNATIONAL INC /DE/,0000016058,CACI
"POPULAR, INC.",0000763901,BPOP
Endava plc,0001656081,DAVA
Performance Food Group Co,0001618673,PFGC
A2A SpA,0001437776,AEMMY
UNITED STATES STEEL CORP,0001163302,X
On Holding AG,0001858985,ONON
"Affirm Holdings, Inc.",0001820953,AFRM
TopBuild Corp,0001633931,BLD
Misumi Group Inc./ADR,0001710864,MSSMY
SKECHERS USA INC,0001065837,SKX
DONALDSON CO INC,0000029644,DCI
OSHKOSH CORP,0000775158,OSK
"HALOZYME THERAPEUTICS, INC.",0001159036,HALO
First American Financial Corp,0001472787,FAF
TIM S.A.,0001826168,TIMB
"NEXTERA ENERGY PARTNERS, LP",0001603145,NEP
SOUTHEAST AIRPORT GROUP,0001123452,ASR
"CDK Global, Inc.",0001609702,CDK
Polaris Inc.,0000931015,PII
RH,0001528849,RH
Brookfield Renewable Corp,0001791863,BEPC
MARRIOTT VACATIONS WORLDWIDE Corp,0001524358,VAC
ITT Inc.,0000216228,ITT
SM Energy Co,0000893538,SM
"Frontier Communications Parent, Inc.",0000020520,FYBR
MASTEC INC,0000015615,MTZ
"Woodward, Inc.",0000108312,WWD
KOHLS Corp,0000885639,KSS
"DILLARD'S, INC.",0000028917,DDS
Lumentum Holdings Inc.,0001633978,LITE
Norwegian Cruise Line Holdings Ltd.,0001513761,NCLH
AGNC Investment Corp.,0001423689,AGNC
Ubisoft Entertainment SA,0001446702,UBSFY
"Sarepta Therapeutics, Inc.",0000873303,SRPT
"Acadia Healthcare Company, Inc.",0001520697,ACHC
CEMEX SAB DE CV,0001076378,CX
Axalta Coating Systems Ltd.,0001616862,AXTA
VORNADO REALTY TRUST,0000899689,VNO
"Marqeta, Inc.",0001522540,MQ
ACUITY BRANDS INC,0001144215,AYI
H&R BLOCK INC,0000012659,HRB
Murphy USA Inc.,0001573516,MUSA
GLOBUS MEDICAL INC,0001237831,GMED
Crescent Point Energy Corp.,0001545851,CPG
LOUISIANA-PACIFIC CORP,0000060519,LPX
Lynas CORP LTD,0001444327,LYSDY
Ingredion Inc,0001046257,INGR
ASHLAND GLOBAL HOLDINGS INC,0001674862,ASH
"EURONET WORLDWIDE, INC.",0001029199,EEFT
FS KKR Capital Corp,0001422183,FSK
nVent Electric plc,0001720635,NVT
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,0001170858,SBS
Gildan Activewear Inc.,0001061894,GIL
ADT Inc.,0001703056,ADT
"XPO Logistics, Inc.",0001166003,XPO
"Confluent, Inc.",0001699838,CFLT
"EXELIXIS, INC.",0000939767,EXEL
Bumble Inc.,0001830043,BMBL
PINNACLE FINANCIAL PARTNERS INC,0001115055,PNFP
VALVOLINE INC,0001674910,VVV
"ALASKA AIR GROUP, INC.",0000766421,ALK
"MFA FINANCIAL, INC.",0001055160,MFA
TURQUOISE HILL RESOURCES LTD.,0001158041,TRQ
"GXO Logistics, Inc.",0001852244,GXO
SYNOVUS FINANCIAL CORP,0000018349,SNV
"Lyft, Inc.",0001759509,LYFT
CCC Intelligent Solutions Holdings Inc.,0001818201,CCCS
"Planet Fitness, Inc.",0001637207,PLNT
Encompass Health Corp,0000785161,EHC
"Endeavor Group Holdings, Inc.",0001766363,EDR
Berkeley Group Holdings plc,0001447137,BKGFY
"Toll Brothers, Inc.",0000794170,TOL
"Coca-Cola Consolidated, Inc.",0000317540,COKE
"Sailpoint Technologies Holdings, Inc.",0001627857,SAIL
Wayfair Inc.,0001616707,W
SILICON LABORATORIES INC.,0001038074,SLAB
"SiteOne Landscape Supply, Inc.",0001650729,SITE
WeWork Inc.,0001813756,WE
COTY INC.,0001024305,COTY
R1 RCM INC.,0001472595,RCM
UNIVERSAL DISPLAY CORP \PA\,0001005284,OLED
"HashiCorp, Inc.",0001720671,HCP
Banca Mediolanum S.p.A./ADR,0001667075,BNCDY
"RingCentral, Inc.",0001384905,RNG
NATIONAL STEEL CO,0001049659,SID
FIRST FINANCIAL BANKSHARES INC,0000036029,FFIN
BOK FINANCIAL CORP,0000875357,BOKF
DraftKings Inc.,0001883685,DKNG
"STAG Industrial, Inc.",0001479094,STAG
"Helmerich & Payne, Inc.",0000046765,HP
"FTI CONSULTING, INC",0000887936,FCN
Samsara Inc.,0001642896,IOT
PENN NATIONAL GAMING INC,0000921738,PENN
"Azenta, Inc.",0000933974,AZTA
SONOCO PRODUCTS CO,0000091767,SON
WEIBO Corp,0001595761,WB
RAYONIER INC,0000052827,RYN
SLM Corp,0001032033,SLM
"EMCOR Group, Inc.",0000105634,EME
NEW YORK TIMES CO,0000071691,NYT
"Shell Midstream Partners, L.P.",0001610466,SHLX
DATTO HOLDING CORP.,0001724570,MSP
Sunrun Inc.,0001469367,RUN
Hilton Grand Vacations Inc.,0001674168,HGV
"HOULIHAN LOKEY, INC.",0001302215,HLI
